sample_key,split,group,source_image,compiled_image,regions,sha256
remaining_376__batch_05__279.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\279.png,remaining_376__batch_05__279.png,5,a89a55c6512d7f434ea6b32344dbe47268f05a0134e96b2ad88841c22e619001
remaining_376__batch_05__280.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\280.png,remaining_376__batch_05__280.png,3,c01969f5dbed4f37d3967b30ff387223c8b1fd29c11f6546e0749f188750842f
remaining_376__batch_05__281.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\281.png,remaining_376__batch_05__281.png,5,5bbe8f9bc34be7aa7e8ae894a97c956fc3ea2bf4c4c6a02d36bbf68f19c0063a
remaining_376__batch_05__285.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\285.png,remaining_376__batch_05__285.png,7,dd07f60fcd4ac3337b968ef67d27ef300644d05df984902a4af737e6c5d70b56
remaining_376__batch_05__286.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\286.png,remaining_376__batch_05__286.png,6,2fe364b06882768fc63913ee0546c6ba96912a5af79215419ae801cfd9e850ba
remaining_376__batch_05__293.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\293.png,remaining_376__batch_05__293.png,7,2610bead2cae50ee7e0c1f89218d50a4b06a275aa43a79a009e607581b01ed17
remaining_376__batch_05__295.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\295.png,remaining_376__batch_05__295.png,3,bce560f712bebb4664cfda0dafdcec9ec64c459823ddf3cec7a9c2fa2a02fa45
remaining_376__batch_05__299.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\299.png,remaining_376__batch_05__299.png,5,35ed769c46a4eb20d4590412dab4ab2e2db1c57b38f5e1dae74a657d54e14c74
remaining_376__batch_05__305.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\305.png,remaining_376__batch_05__305.png,3,d4b57258b8d61991e01814bb8dc4a7ec4ab7b05dc38b20ea45401298e3a34acf
remaining_376__batch_05__308.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\308.png,remaining_376__batch_05__308.png,2,3c0b8aafc877d4d35af4fb841c29457a83eea6808d104999e64147a394638841
remaining_376__batch_06__311.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\311.png,remaining_376__batch_06__311.png,3,d25f7dbb3b71687bdbcca50036104b5a8b87a0b8f79c79960a0de5e8cf7e4cd8
remaining_376__batch_06__314.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\314.png,remaining_376__batch_06__314.png,3,233eafed8efc1d0ab09b77f93cf3db605f219726f7e87bb01f08e7efc6e2903d
remaining_376__batch_06__315.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\315.png,remaining_376__batch_06__315.png,3,1499e83c2a513c82e568ff14a66b7a00b7aa447c3d535d0479292e4ae01d8424
remaining_376__batch_06__316.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\316.png,remaining_376__batch_06__316.png,4,93b16b2e793e777dc6c082241a59344cd7cb57a529d9093c143230c2eb8c39b7
remaining_376__batch_06__318.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\318.png,remaining_376__batch_06__318.png,3,558d8d11c9449e408623edde920204bb80d9f90824a0415524591b1f0e6f41b0
remaining_376__batch_06__319.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\319.png,remaining_376__batch_06__319.png,2,c18d166cd66a3e490380d2a916e9eef63292903e259ab520b32b6c4d0574894a
remaining_376__batch_06__322.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\322.png,remaining_376__batch_06__322.png,4,49d6f443769aaa3ea889b106d9ed6bb834be83b01a6ad575f530af3e19718c24
remaining_376__batch_06__323.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\323.png,remaining_376__batch_06__323.png,4,027c79b34324e5a187f3f166511f822a318c634b62f139f70cc4437d9b289697
remaining_376__batch_06__324.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\324.png,remaining_376__batch_06__324.png,3,38b17e27cad124016140e05086615a2103b53208edb1b7f3a97bef557173bc84
remaining_376__batch_06__330.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\330.png,remaining_376__batch_06__330.png,3,0b08666992358d31ee470de779efe8bc918e5ff06a21696da9c35e1234e2391f
remaining_376__batch_06__331.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\331.png,remaining_376__batch_06__331.png,2,71a73af8008cd9f6321b3432fb743f9b2982a9c19a68b01390c014e5ab54fd81
remaining_376__batch_06__332.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\332.png,remaining_376__batch_06__332.png,3,573173844e585405e971e5de2b1be9d4cbd894b31c6d0d6367e890f6ed13e11e
remaining_376__batch_06__333.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\333.png,remaining_376__batch_06__333.png,3,700dd6f23a640fab1fb2c6f00aef36a24771971274ec738c57c04f7903968b03
remaining_376__batch_06__335.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\335.png,remaining_376__batch_06__335.png,3,0f13ff72e497df0c6daaf585aaca3cc11d89d7870358dae6cb5288e8f2fe50e8
remaining_376__batch_06__336.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\336.png,remaining_376__batch_06__336.png,4,43e5097103a612dc106179f48fefd78a3bf6cdf27287f9cf952e304623c6dae5
remaining_376__batch_06__337.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\337.png,remaining_376__batch_06__337.png,3,c2618a1ff42eb8372291bf24c1cc58daeb8622e5f015ec14e82b82b4529a008b
remaining_376__batch_06__338.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\338.png,remaining_376__batch_06__338.png,3,726e2730ce243a71fbeaa60d20c0f26433cf72889cd46628b47f4811803815ea
remaining_376__batch_06__342.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\342.png,remaining_376__batch_06__342.png,3,89d204e035d5e57d62ca149379cac73eb254a172b57eef357ccf12cc18f97d0b
remaining_376__batch_06__343.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\343.png,remaining_376__batch_06__343.png,3,e5bbdd000236d3985a168b15b41af04445989cf33c916ab2f9a99b8da8123d24
remaining_376__batch_06__346.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\346.png,remaining_376__batch_06__346.png,2,4be363be4dc1b21a628068779fb4ea0887c895fbf18076e62db4341be97c2c91
remaining_376__batch_06__349.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\349.png,remaining_376__batch_06__349.png,3,29b470f5ef89d3013a81ed750387f397af46b2b84b2ff71d19bdb3380a640c96
remaining_376__batch_06__350.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\350.png,remaining_376__batch_06__350.png,3,93bd3feb343747de17141b38f3f81dc3a41aa48b583db2e3e1f1ee25853b2ac9
remaining_376__batch_06__353.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\353.png,remaining_376__batch_06__353.png,4,7e3fbfd164167e7b006fbcdb17390b2940b784c2823c2df3ed66a4283101bfa5
remaining_376__batch_06__355.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\355.png,remaining_376__batch_06__355.png,3,d6881a8127615246d3eda6f35233eb5d0d99448c83d25600a120c779bbc5efa9
remaining_376__batch_06__358.png,train,remaining_376__batch_06,D:\Actual Project\lcd-data-extractor\remaining_376\batch_06\images\358.png,remaining_376__batch_06__358.png,5,cbdf6699380d6d94affb9afba9ebef0cdad2057f3ad96db0b18afce69d4be764
remaining_376__batch_07__360.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\360.png,remaining_376__batch_07__360.png,3,4bfa4d5512eb308bf41463b8c76e7edd37a50f52d82b237099aff9a5b6c588e1
remaining_376__batch_07__362.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\362.png,remaining_376__batch_07__362.png,5,e6011943102958cb60dbc1cb95b894bc22d919a7759a94676a02ff42606c5b99
remaining_376__batch_07__363.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\363.png,remaining_376__batch_07__363.png,5,80287b9d008f5dba5ad87977d7937ae1b2f6fb4f3dacc3251466e913e8079734
remaining_376__batch_07__364.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\364.png,remaining_376__batch_07__364.png,3,c4e96c2c2578323b44f1cbaa7b5b5f602ed5a2943c499e75b8433d19d6b80c0d
remaining_376__batch_07__366.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\366.png,remaining_376__batch_07__366.png,3,b0611e8e9b02a374eb53105da13abbadc4f39356b4aaf804a493e443e1d052a3
remaining_376__batch_07__367.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\367.png,remaining_376__batch_07__367.png,7,bbcf1bbc2b200e12b7b7d419665714c92d91ea55505cbb4b10163b35551c59ef
remaining_376__batch_07__368.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\368.png,remaining_376__batch_07__368.png,2,5b9ebf8c91bf3809f0b7bded42a13e07bee02a2e0eb308f891a31d98b5d22a35
remaining_376__batch_07__369.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\369.png,remaining_376__batch_07__369.png,3,89cbad81545272b34ea1db69c654b721ba16c7710003644cc2c3f9fd257c468f
remaining_376__batch_07__371.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\371.png,remaining_376__batch_07__371.png,2,b09aeca89818dd2897245b05659f1ea78c476dc4f588a84cfd41e42d3af16c19
remaining_376__batch_07__374.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\374.png,remaining_376__batch_07__374.png,3,340da8fcf1d7e1151f80ed531570289e49255b9db5cb6b2eb69dfd143ed978b6
remaining_376__batch_07__375.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\375.png,remaining_376__batch_07__375.png,3,75b16a7ec4ef3fa2bfd13b04ffd0352fc468242d15f31a6dada87fa56761eca9
remaining_376__batch_07__376.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\376.png,remaining_376__batch_07__376.png,3,e89ce428565ce826482211186af62ea2759fa360371a9dfe5eefdf74fc305fdf
remaining_376__batch_07__378.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\378.png,remaining_376__batch_07__378.png,7,5fdfd5d205b38e605c961b0cc15be5d2cf94ae1f29d16811bb340a39a4507b23
remaining_376__batch_07__380.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\380.png,remaining_376__batch_07__380.png,2,e364490c6384a384bc7d02b14a0b7341ab8cfd76e5829dad7b51bef051c34fa8
remaining_376__batch_07__381.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\381.png,remaining_376__batch_07__381.png,7,fd8ddcf4c9f719f9b2ce72d7e3687fb7409c67a4768d6d9734cc0a17fd0f7ce2
remaining_376__batch_07__382.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\382.png,remaining_376__batch_07__382.png,5,45dd86a504e1988ba664f5a50257850315bb304a3ecdd777a93388ef271ac01d
remaining_376__batch_07__384.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\384.png,remaining_376__batch_07__384.png,2,958ed007884be11b8b6c48e072a5f069236ef5f9a2b016a0834e45c41cf9775a
remaining_376__batch_07__386.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\386.png,remaining_376__batch_07__386.png,3,189b35193ae215b57aaf550db3ff9a4c702980859b7f94adf99f9b2a6276cb49
remaining_376__batch_07__387.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\387.png,remaining_376__batch_07__387.png,3,80c18c5b2d2c5aa4040ac1bc3ac8f0d218d13e31b174d5f28d4748c00dd8c9b6
remaining_376__batch_07__388.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\388.png,remaining_376__batch_07__388.png,6,89f1717a59e769b3ceb19f663cdec0f7c99d33eb46c87211afc8d99a98c712ee
remaining_376__batch_07__390.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\390.png,remaining_376__batch_07__390.png,6,977ae9df681ef1675a58a4a387227328ef31f0188667f48e545b465633f83d98
remaining_376__batch_07__391.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\391.png,remaining_376__batch_07__391.png,6,f336e4dfa9c1dc10c7fd83f1f32af3380d065ec2ff7da8a5902848fe3959d4ab
remaining_376__batch_07__392.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\392.png,remaining_376__batch_07__392.png,7,197b044e734ad846b374596576b533a7180287f84831fedd07064b60e274dea0
remaining_376__batch_07__393.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\393.png,remaining_376__batch_07__393.png,3,13b4e7af35ab1598d48fe32262a209dced074b8f9c4bf5bb71ea3a3f1e493655
remaining_376__batch_07__396.png,train,remaining_376__batch_07,D:\Actual Project\lcd-data-extractor\remaining_376\batch_07\images\396.png,remaining_376__batch_07__396.png,5,a2accdfdbb171f94d51c6a1972f0abf5b422eec7c9fd1c3f6685a88fc5ee1944
remaining_376__batch_08__398.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\398.png,remaining_376__batch_08__398.png,2,bd193ec79e481fb09d2a4361acf9b7eb04b1f27457d8c1f5ff1f5c69798023fe
remaining_376__batch_08__401.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\401.png,remaining_376__batch_08__401.png,3,d15e961038599a60037e2f2377bcdb519b77eb89f13f341d58237f1e7d586583
remaining_376__batch_08__402.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\402.png,remaining_376__batch_08__402.png,4,0d49756b62e64d2b79ac7542f510e48f01991cfea27dfe130aabb46481542309
remaining_376__batch_08__403.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\403.png,remaining_376__batch_08__403.png,5,f931c84c5f86e0f75d156f0db094837c2f55722e020459ce37f8903bb276d5e4
remaining_376__batch_08__404.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\404.png,remaining_376__batch_08__404.png,7,bf0e770865e0e290686fd0cfff8d961cbff38768582aff152db6b35586e99676
remaining_376__batch_08__410.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\410.png,remaining_376__batch_08__410.png,7,9ee04b02a3fc6bdac52c34966dd22193e7a7fd3356d171ab90c56b2b5053c9fb
remaining_376__batch_08__417.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\417.png,remaining_376__batch_08__417.png,2,2bb1d011c367561ac5682910db77a7cda0e4476ae217b0ee5add8551602b1446
remaining_376__batch_08__419.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\419.png,remaining_376__batch_08__419.png,6,c5e184af8d3d40368d1d43c670a833c5d8eb7923a333cc4cd2270bfd01dc6634
remaining_376__batch_08__420.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\420.png,remaining_376__batch_08__420.png,4,0052d9adc0f84b38b00698adecc9a90cea87575ebd860a32a765eb8a23c25f81
remaining_376__batch_08__423.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\423.png,remaining_376__batch_08__423.png,6,7fc5bd8d067b5af71d12ccf58cbc80bd2f70f52b54a9234d4d37b27a4f434cd7
remaining_376__batch_08__424.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\424.png,remaining_376__batch_08__424.png,7,d210de7921aff466a223068ddfd718c302cef2f0e906caf2d4308a12e0d2aaa0
remaining_376__batch_08__427.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\427.png,remaining_376__batch_08__427.png,2,fd66ccaaff41cc27634cd19bcbe13e3772b69d76966be3a477ab411007954e31
remaining_376__batch_08__428.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\428.png,remaining_376__batch_08__428.png,4,d2e6f5131ea547d16be3f09c75c41553b1e5212a55edba9a24a985f6d36c804e
remaining_376__batch_08__429.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\429.png,remaining_376__batch_08__429.png,5,4c78eb971c6bc3e8ccb4df90be7405fe71b0d99ef2ea24390fd3b25886510b69
remaining_376__batch_08__434.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\434.png,remaining_376__batch_08__434.png,2,b311f6f469c401f6f51fe56b9c80b0cc86eb541a3f0e329b9e9d5f24d454616d
remaining_376__batch_08__435.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\435.png,remaining_376__batch_08__435.png,7,743d15218198ffc6ca4c095d12d85f3063df1e3b190a80866e8cf45c6c15a9f2
remaining_376__batch_08__440.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\440.png,remaining_376__batch_08__440.png,4,768d82902557e2a4bd0751068ad92e65e2b6630dcb0b4cfea45992526b7853b3
remaining_376__batch_08__441.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\441.png,remaining_376__batch_08__441.png,7,1fad3867f0b1d03a3d4a78c437bbc81ffa6318afd687b10fd931eabdc757a5b3
remaining_376__batch_08__443.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\443.png,remaining_376__batch_08__443.png,4,0476310c1eba5d1e76a0ac0d74ee18708d9a4da8e6d9d72d73b6b054c30e28e9
remaining_376__batch_08__444.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\444.png,remaining_376__batch_08__444.png,6,c7750d930ce35566fb33b9df27aada3fc94ae18ef2554b59f4b7683fff292caf
remaining_376__batch_08__445.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\445.png,remaining_376__batch_08__445.png,3,9f0fb4764acc64dfe61c943bbc532a6d3e2b6277746b616734a45775ec912c6c
remaining_376__batch_08__448.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\448.png,remaining_376__batch_08__448.png,7,a79c7e942b9e0fbdfd71bd0c9fdd8e5cf92b08cbc17f6872f85d4112a3f14f39
remaining_376__batch_08__449.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\449.png,remaining_376__batch_08__449.png,7,343cc536ee06a34a3a5d33df523cc9e223f2472393fd73813bdcaf78b324bb5b
remaining_376__batch_08__450.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\450.png,remaining_376__batch_08__450.png,7,b14ab7ac6a1250fbe9ec912bbb4ccfd7552408c1a1c033471cc948e5470b43be
remaining_376__batch_08__451.png,train,remaining_376__batch_08,D:\Actual Project\lcd-data-extractor\remaining_376\batch_08\images\451.png,remaining_376__batch_08__451.png,7,baf238e8036e08e44bb3acd7e98618ba6c960ab5c8f3f5c4b1ffb332654a4930
remaining_376__batch_09__452.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\452.png,remaining_376__batch_09__452.png,5,9de84da0c5cff7f96b55ae6e5ea093c29c55f5ee607d09a7a4b0411294108b60
remaining_376__batch_09__456.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\456.png,remaining_376__batch_09__456.png,3,6e067b65263e0d1ad02f240695a83ecaa91937dd64d25e4085bc35f2776c8ed1
remaining_376__batch_09__457.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\457.png,remaining_376__batch_09__457.png,3,83f1c6add9d27bef5269b6b38b5ac0bc3aa90c2a7465588f0cc079a46ae766c1
remaining_376__batch_09__459.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\459.png,remaining_376__batch_09__459.png,3,5e4373a4cc8d8e6e8d8f57f9a138673c47d1399fd67ae808a29428a027852326
remaining_376__batch_09__461.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\461.png,remaining_376__batch_09__461.png,2,00d97383a9d50859b91da8f5863fb80cd985b400ad3ede7c462f1714a2b3b9ea
remaining_376__batch_09__463.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\463.png,remaining_376__batch_09__463.png,2,abb1fe834880b4e1e91b7619c94221358bf7c5247b652855a40e2f6b99708f64
remaining_376__batch_09__464.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\464.png,remaining_376__batch_09__464.png,3,18425fedf576061a284215b98ec41bba229313e514d61f15bff82235761d89fe
remaining_376__batch_09__468.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\468.png,remaining_376__batch_09__468.png,6,bec3bb8a4a7498a3e4d3de33b287b8ec707b056ce45c1dcb0809366f3e71290d
remaining_376__batch_09__469.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\469.png,remaining_376__batch_09__469.png,7,8116d24386854cccaef096102b95596133e080ffe3f94bae412622ad725b39c9
remaining_376__batch_09__472.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\472.png,remaining_376__batch_09__472.png,7,fd02e9af6f10c6e6ce8b2ebbd996c3e5568e90a86d1be8ffc1d8a514949a69e9
remaining_376__batch_09__476.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\476.png,remaining_376__batch_09__476.png,2,4995be20566b1cdd087d0f97ba3333a832ab8bc3f0fdc2f2427aaf298d584197
remaining_376__batch_09__478.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\478.png,remaining_376__batch_09__478.png,2,ed28e35b7f33bde6558821be7c7e9eea41a8edf0d204ba26683dbc6093dcef19
remaining_376__batch_09__489.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\489.png,remaining_376__batch_09__489.png,6,30b5238ffbbdb06b51676891dd8431eccda1cc896dbee0ecfd9eab9c73e6a194
remaining_376__batch_09__490.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\490.png,remaining_376__batch_09__490.png,6,2ea366b5cc7ed864c228a8e3e84005424011ad58c562eebada65f66dc6f6b574
remaining_376__batch_09__491.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\491.png,remaining_376__batch_09__491.png,6,7f06d918252f733d68e5437ec606564f433dd58cc63643198e9c6bb39ed35103
remaining_376__batch_09__492.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\492.png,remaining_376__batch_09__492.png,6,621043efa15e40adacc2bdfc6d90faad233301857438a57404441b7b0a02f794
remaining_376__batch_09__493.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\493.png,remaining_376__batch_09__493.png,2,9133471069aa17d2c3279644a2fa335df9e6a4e7ce96ffb5791a980ab10ee3e2
remaining_376__batch_09__494.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\494.png,remaining_376__batch_09__494.png,3,a0b110ea2b3e78ce78773c47a3c26a6eb69c255658632ae1d6460fd15f76e40b
remaining_376__batch_09__495.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\495.png,remaining_376__batch_09__495.png,3,f1d9c2e0d562cb5cca69c8d3d5a53dff9b17fd1f78a468e847c9a00e16e21e88
remaining_376__batch_09__496.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\496.png,remaining_376__batch_09__496.png,3,48be9ff75713490b4dbe27338b7f627768c20a8200937850440d272eefa89f8d
remaining_376__batch_09__497.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\497.png,remaining_376__batch_09__497.png,3,4896055d5467cd9d3512478d3e6637f6c3107ebc24bfdb68de57c69428696f21
remaining_376__batch_09__498.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\498.png,remaining_376__batch_09__498.png,3,9c534acb2be6b7fc2cc8cb4fb7c85e90b2873f8cbf912fcc3347769accc93b25
remaining_376__batch_09__503.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\503.png,remaining_376__batch_09__503.png,3,4b7a5426b7cff8f92f71cb245068f9f4f8132663f36ea4c473e2ddac0d68aff6
remaining_376__batch_09__504.png,train,remaining_376__batch_09,D:\Actual Project\lcd-data-extractor\remaining_376\batch_09\images\504.png,remaining_376__batch_09__504.png,3,d2af073a12eacfc5969627385f90ee8c8ea00b736762c0b40a452f474e609061
remaining_376__batch_10__505.png,train,remaining_376__batch_10,D:\Actual Project\lcd-data-extractor\remaining_376\batch_10\images\505.png,remaining_376__batch_10__505.png,3,030cd580e150aa4f7301d0a97f2552b488d96089b1807eed93f87188a2447801
remaining_376__batch_10__512.png,train,remaining_376__batch_10,D:\Actual Project\lcd-data-extractor\remaining_376\batch_10\images\512.png,remaining_376__batch_10__512.png,6,f3d47a500a536be1e9d73416a317d216f12be5fd166d1efbc439a78d11049c36
remaining_376__batch_10__513.png,train,remaining_376__batch_10,D:\Actual Project\lcd-data-extractor\remaining_376\batch_10\images\513.png,remaining_376__batch_10__513.png,6,44338df0fb1131e65c17e4587dea84ebcd213f5553079982f55fc12ff283e62a
